User_ID,Age,Gender,Annual_Income,Membership_Type,Membership_Duration,Frequency_of_Visit,Preferred_Time,Previous_Membership,Marital_Status,Location,Promotion_Response,Health_Condition,Membership_Prediction,Professional,Professional_Status
5663,42,Female,59583,Premium,53,6,Evening,No,Single,Urban,No,Poor,Yes,Employed,Working
5664,31,Male,73845,VIP,4,3,Afternoon,No,Divorced,Suburban,No,Average,Yes,Employed,Working
5665,28,Male,62050,Premium,37,3,Afternoon,Yes,Divorced,Suburban,No,Excellent,Yes,Early Career,Working
5666,49,Male,69939,Basic,54,2,Afternoon,No,Divorced,Rural,No,Excellent,No,Employed,Working
5667,28,Female,29299,Basic,53,1,Evening,Yes,Single,Urban,Yes,Excellent,Yes,Early Career,Working
5668,35,Male,77202,VIP,29,4,Afternoon,Yes,Divorced,Rural,No,Average,No,Employed,Working
5669,44,Female,68688,Premium,1,4,Evening,No,Single,Suburban,No,Good,Yes,Employed,Working
5670,35,Female,77472,Basic,42,6,Morning,No,Married,Urban,No,Excellent,Yes,Employed,Working
5671,40,Female,67398,VIP,3,7,Afternoon,No,Married,Urban,No,Poor,No,Employed,Working
5672,28,Male,50624,Premium,4,6,Morning,Yes,Married,Suburban,No,Average,Yes,Early Career,Working
5673,38,Male,76268,Premium,18,1,Morning,No,Married,Urban,No,Excellent,Yes,Employed,Working
5674,61,Other,65176,Premium,46,5,Afternoon,No,Divorced,Urban,No,Excellent,No,Late Career,Working
5675,22,Female,13051,Basic,7,4,Evening,No,Divorced,Rural,Yes,Poor,Yes,Student,In Education
5676,40,Female,45581,Premium,1,3,Morning,No,Divorced,Urban,No,Good,Yes,Employed,Working
5677,58,Male,123752,VIP,29,2,Afternoon,No,Single,Suburban,No,Excellent,Yes,Late Career,Working
5678,42,Male,61226,Premium,57,5,Morning,No,Married,Rural,No,Average,No,Employed,Working
5679,58,Female,65463,Premium,13,2,Afternoon,Yes,Single,Rural,No,Excellent,Yes,Late Career,Working
5680,27,Male,31294,Basic,55,3,Afternoon,Yes,Married,Urban,Yes,Excellent,Yes,Early Career,Working
5681,39,Female,74738,VIP,26,2,Evening,No,Married,Rural,No,Average,No,Employed,Working
5682,36,Male,70173,Premium,24,6,Afternoon,No,Divorced,Suburban,No,Good,No,Employed,Working
5683,18,Male,13458,Basic,28,1,Morning,No,Married,Urban,Yes,Average,No,Student,In Education
5684,24,Male,39059,Basic,52,6,Morning,Yes,Single,Urban,Yes,Poor,Yes,Early Career,Working
5685,21,Male,13461,Basic,6,1,Evening,Yes,Single,Urban,Yes,Good,Yes,Student,In Education
5686,18,Male,11405,Basic,9,3,Evening,Yes,Divorced,Urban,Yes,Good,No,Student,In Education
5687,32,Female,73966,VIP,37,4,Afternoon,Yes,Married,Urban,No,Poor,No,Employed,Working
5688,57,Male,119685,VIP,27,4,Evening,No,Married,Urban,No,Good,No,Late Career,Working
5689,29,Male,46705,VIP,59,2,Evening,No,Divorced,Suburban,No,Average,Yes,Early Career,Working
5690,39,Female,36410,Basic,37,3,Morning,No,Married,Rural,Yes,Good,Yes,Employed,Working
5691,39,Male,73237,Premium,54,3,Afternoon,Yes,Divorced,Suburban,No,Good,Yes,Employed,Working
5692,67,Male,74067,VIP,31,1,Afternoon,No,Divorced,Suburban,No,Excellent,No,Retired,Retired
5693,64,Female,62567,Basic,44,4,Morning,Yes,Divorced,Rural,No,Average,No,Late Career,Working
5694,34,Female,39319,Basic,56,4,Afternoon,No,Married,Rural,Yes,Poor,Yes,Employed,Working
5695,46,Male,55429,Premium,52,5,Afternoon,Yes,Divorced,Rural,No,Poor,No,Employed,Working
5696,63,Male,94086,Basic,20,1,Afternoon,Yes,Divorced,Urban,No,Excellent,No,Late Career,Working
5697,31,Female,65215,Premium,21,4,Afternoon,Yes,Divorced,Urban,No,Poor,No,Employed,Working
5698,67,Male,89459,VIP,29,4,Afternoon,Yes,Single,Suburban,No,Poor,Yes,Retired,Retired
5699,37,Female,53406,Premium,24,6,Evening,No,Divorced,Urban,No,Excellent,No,Employed,Working
5700,67,Other,63743,Premium,40,2,Evening,No,Single,Urban,No,Poor,No,Retired,Retired
5701,65,Female,63967,VIP,4,4,Evening,Yes,Married,Urban,No,Excellent,No,Late Career,Working
5702,50,Male,87994,VIP,13,2,Afternoon,No,Single,Rural,No,Excellent,Yes,Employed,Working
5703,60,Male,86401,Premium,36,4,Morning,Yes,Divorced,Urban,No,Poor,No,Late Career,Working
5704,32,Female,73874,Basic,48,6,Morning,No,Married,Suburban,No,Average,Yes,Employed,Working
5705,29,Male,43221,Premium,45,6,Evening,Yes,Married,Urban,No,Excellent,Yes,Early Career,Working
5706,57,Male,91915,VIP,56,2,Morning,No,Married,Rural,No,Poor,Yes,Late Career,Working
5707,37,Female,83726,Basic,10,1,Morning,No,Divorced,Suburban,No,Good,Yes,Employed,Working
5708,47,Male,63789,Premium,21,2,Afternoon,No,Married,Urban,No,Excellent,Yes,Employed,Working
5709,55,Male,66961,Premium,50,4,Evening,No,Single,Rural,No,Good,Yes,Employed,Working
5710,20,Female,6891,Basic,45,1,Morning,No,Married,Rural,Yes,Excellent,No,Student,In Education
5711,45,Male,47963,Premium,48,6,Afternoon,No,Single,Rural,No,Excellent,Yes,Employed,Working
5712,43,Male,40290,Basic,16,3,Evening,Yes,Married,Rural,No,Good,Yes,Employed,Working
5713,47,Male,102829,VIP,54,4,Evening,Yes,Divorced,Suburban,No,Good,Yes,Employed,Working
5714,30,Female,30220,Basic,51,4,Afternoon,No,Married,Rural,Yes,Average,Yes,Early Career,Working
5715,30,Male,32415,VIP,53,5,Afternoon,No,Single,Urban,Yes,Average,Yes,Early Career,Working
5716,19,Female,29858,Basic,47,5,Evening,Yes,Married,Suburban,Yes,Poor,Yes,Student,In Education
5717,54,Female,60036,Premium,31,1,Evening,No,Single,Urban,No,Good,No,Employed,Working
5718,66,Female,68498,Premium,56,6,Afternoon,No,Divorced,Urban,No,Excellent,Yes,Retired,Retired
5719,55,Male,68884,Basic,59,3,Evening,Yes,Married,Suburban,No,Poor,Yes,Employed,Working
5720,19,Female,8436,Basic,14,2,Morning,Yes,Divorced,Urban,Yes,Excellent,No,Student,In Education
5721,53,Male,68233,VIP,18,6,Afternoon,Yes,Married,Suburban,No,Poor,No,Employed,Working
5722,43,Female,71436,Premium,15,5,Evening,No,Married,Suburban,No,Excellent,No,Employed,Working
5723,28,Male,54936,Premium,1,3,Evening,Yes,Single,Suburban,No,Poor,No,Early Career,Working
5724,25,Male,32993,Basic,33,3,Morning,Yes,Married,Urban,Yes,Average,No,Early Career,Working
5725,61,Female,69014,Basic,49,1,Morning,No,Divorced,Urban,No,Good,Yes,Late Career,Working
5726,57,Male,106381,VIP,32,2,Afternoon,No,Single,Suburban,No,Average,No,Late Career,Working
5727,60,Male,114818,VIP,11,1,Afternoon,No,Married,Suburban,No,Good,Yes,Late Career,Working
5728,39,Male,68972,Basic,59,3,Evening,Yes,Divorced,Urban,No,Good,No,Employed,Working
5729,37,Female,53739,Premium,38,2,Evening,Yes,Married,Suburban,No,Poor,Yes,Employed,Working
5730,25,Male,34405,Basic,16,6,Afternoon,Yes,Divorced,Rural,Yes,Average,Yes,Early Career,Working
5731,46,Male,86528,Basic,55,4,Evening,Yes,Divorced,Urban,No,Excellent,Yes,Employed,Working
5732,57,Male,131453,VIP,54,5,Morning,Yes,Married,Suburban,No,Excellent,No,Late Career,Working
5733,43,Female,61239,Premium,4,6,Morning,No,Married,Urban,No,Poor,No,Employed,Working
5734,47,Male,48964,Premium,50,2,Morning,Yes,Divorced,Rural,No,Good,No,Employed,Working
5735,34,Male,81693,Premium,56,5,Evening,No,Married,Urban,No,Average,Yes,Employed,Working
5736,37,Male,76179,Premium,14,6,Evening,Yes,Single,Urban,No,Average,Yes,Employed,Working
5737,69,Male,51845,Premium,41,4,Evening,Yes,Married,Rural,No,Poor,Yes,Retired,Retired
5738,33,Female,68012,Basic,35,6,Afternoon,No,Single,Urban,No,Average,Yes,Employed,Working
5739,63,Female,84669,Basic,53,6,Evening,Yes,Divorced,Suburban,No,Good,Yes,Late Career,Working
5740,60,Female,72505,Premium,46,1,Morning,No,Single,Urban,No,Poor,No,Late Career,Working
5741,24,Male,38979,Basic,8,1,Evening,Yes,Divorced,Rural,Yes,Poor,Yes,Early Career,Working
5742,33,Other,55409,Premium,46,3,Afternoon,Yes,Married,Rural,No,Poor,No,Employed,Working
5743,62,Male,87247,VIP,48,1,Evening,No,Married,Suburban,No,Excellent,No,Late Career,Working
5744,64,Other,69041,VIP,39,2,Morning,Yes,Married,Urban,No,Good,No,Late Career,Working
5745,65,Male,104260,Basic,48,5,Morning,No,Single,Urban,No,Average,No,Late Career,Working
5746,44,Female,77427,VIP,53,6,Morning,No,Divorced,Suburban,No,Good,No,Employed,Working
5747,70,Male,83205,VIP,34,2,Morning,No,Single,Urban,No,Average,No,Retired,Retired
5748,40,Male,89092,VIP,54,5,Afternoon,No,Married,Suburban,No,Good,Yes,Employed,Working
5749,41,Female,75363,VIP,59,4,Morning,Yes,Divorced,Suburban,No,Poor,No,Employed,Working
5750,26,Female,17386,Basic,47,5,Evening,No,Divorced,Rural,Yes,Average,Yes,Early Career,Working
5751,52,Other,64304,Basic,1,3,Evening,No,Divorced,Urban,No,Poor,No,Employed,Working
5752,68,Female,76956,Premium,12,1,Afternoon,Yes,Divorced,Suburban,No,Average,No,Retired,Retired
5753,37,Male,72259,Premium,31,2,Morning,Yes,Single,Rural,No,Excellent,Yes,Employed,Working
5754,54,Male,75463,Premium,48,6,Evening,No,Divorced,Suburban,No,Poor,No,Employed,Working
5755,59,Other,70629,Premium,30,2,Evening,Yes,Divorced,Rural,No,Good,Yes,Late Career,Working
5756,34,Female,59919,Premium,39,6,Morning,Yes,Single,Urban,No,Poor,No,Employed,Working
5757,64,Female,53162,Premium,16,1,Morning,Yes,Single,Rural,No,Good,No,Late Career,Working
5758,48,Male,75651,VIP,41,4,Morning,Yes,Single,Rural,No,Average,No,Employed,Working
5759,25,Female,24903,Basic,14,5,Morning,No,Divorced,Urban,Yes,Average,No,Early Career,Working
5760,32,Female,76154,Basic,21,2,Morning,Yes,Single,Urban,No,Average,Yes,Employed,Working
5761,48,Male,64501,Premium,24,7,Evening,No,Single,Urban,No,Excellent,No,Employed,Working
5762,70,Male,106582,Basic,43,3,Morning,Yes,Married,Suburban,No,Good,No,Retired,Retired
5763,47,Male,75838,Premium,1,6,Morning,Yes,Single,Suburban,No,Average,Yes,Employed,Working
5764,63,Female,70263,Basic,36,2,Evening,No,Single,Urban,No,Excellent,Yes,Late Career,Working
5765,37,Male,84867,VIP,50,6,Morning,Yes,Married,Rural,No,Average,Yes,Employed,Working
5766,56,Male,101654,VIP,11,6,Evening,Yes,Married,Rural,No,Excellent,No,Late Career,Working
5767,70,Male,52308,Premium,25,6,Afternoon,No,Divorced,Rural,No,Average,No,Retired,Retired
5768,29,Female,41975,Premium,13,1,Afternoon,Yes,Single,Suburban,No,Excellent,No,Early Career,Working
5769,66,Male,116646,VIP,16,3,Afternoon,Yes,Divorced,Suburban,No,Poor,Yes,Retired,Retired
5770,34,Male,66775,Premium,29,4,Afternoon,Yes,Single,Rural,No,Poor,No,Employed,Working
5771,59,Female,71490,VIP,19,2,Morning,No,Divorced,Urban,No,Poor,No,Late Career,Working
5772,47,Female,70401,Premium,42,5,Evening,Yes,Married,Suburban,No,Good,No,Employed,Working
5773,46,Male,90442,VIP,15,3,Morning,Yes,Married,Suburban,No,Excellent,No,Employed,Working
5774,36,Female,64661,Premium,19,2,Morning,Yes,Single,Urban,No,Excellent,No,Employed,Working
5775,63,Female,85527,Basic,31,5,Afternoon,No,Married,Urban,No,Excellent,No,Late Career,Working
5776,28,Male,43950,Premium,12,3,Evening,No,Married,Urban,No,Average,No,Early Career,Working
5777,51,Male,84759,VIP,33,5,Afternoon,Yes,Divorced,Suburban,No,Poor,Yes,Employed,Working
5778,67,Female,27951,VIP,120,3,Afternoon,No,Divorced,Suburban,No,Poor,No,Retired,Retired
5779,24,Male,36655,Basic,120,5,Evening,No,Single,Rural,Yes,Good,No,Early Career,Working
5780,61,Male,117785,VIP,42,5,Afternoon,Yes,Married,Suburban,No,Poor,No,Late Career,Working
5781,51,Female,68636,Premium,58,2,Evening,Yes,Divorced,Urban,No,Average,Yes,Employed,Working
5782,37,Female,68578,Premium,51,3,Evening,No,Single,Suburban,No,Poor,No,Employed,Working
5783,67,Female,39760,Premium,56,4,Evening,No,Married,Urban,Yes,Excellent,No,Retired,Retired
5784,55,Male,97477,VIP,53,6,Evening,Yes,Single,Urban,No,Poor,Yes,Employed,Working
5785,41,Female,78383,VIP,23,5,Afternoon,Yes,Single,Urban,No,Excellent,Yes,Employed,Working
5786,27,Male,41232,Premium,16,6,Morning,No,Single,Urban,No,Average,Yes,Early Career,Working
5787,49,Female,65050,Premium,42,2,Morning,No,Divorced,Urban,No,Good,Yes,Employed,Working
5788,69,Female,24455,Basic,57,2,Afternoon,No,Single,Urban,No,Average,Yes,Student,In Education
5789,32,Female,34616,Premium,36,3,Afternoon,No,Married,Rural,Yes,Excellent,No,Employed,Working
5790,54,Male,99538,VIP,17,6,Afternoon,No,Married,Urban,No,Excellent,Yes,Employed,Working
5791,37,Female,43480,VIP,18,2,Evening,No,Married,Urban,No,Poor,No,Employed,Working
5792,20,Female,11353,Basic,4,6,Afternoon,Yes,Married,Rural,Yes,Excellent,No,Student,In Education
5793,54,Female,74918,Basic,29,6,Afternoon,Yes,Single,Suburban,No,Good,Yes,Employed,Working
5794,57,Male,89151,VIP,59,1,Morning,Yes,Single,Urban,No,Excellent,Yes,Late Career,Working
5795,25,Female,27438,Basic,51,5,Afternoon,No,Divorced,Urban,Yes,Good,No,Early Career,Working
5796,57,Male,113334,Basic,20,3,Afternoon,No,Divorced,Suburban,No,Poor,No,Late Career,Working
5797,61,Female,105987,Basic,3,1,Evening,Yes,Divorced,Suburban,No,Good,Yes,Late Career,Working
5798,40,Female,74184,Premium,40,5,Morning,Yes,Married,Urban,No,Excellent,Yes,Employed,Working
5799,57,Male,105520,VIP,57,3,Evening,Yes,Married,Urban,No,Poor,No,Late Career,Working
5800,28,Male,39295,Basic,14,3,Morning,Yes,Married,Rural,Yes,Good,No,Early Career,Working
5801,63,Male,110469,VIP,28,4,Afternoon,No,Single,Suburban,No,Excellent,Yes,Late Career,Working
5802,25,Female,42870,Basic,48,2,Afternoon,No,Single,Suburban,No,Poor,No,Early Career,Working
5803,46,Male,95371,VIP,44,3,Evening,No,Single,Urban,No,Good,Yes,Employed,Working
5804,47,Female,29689,Premium,42,2,Morning,Yes,Divorced,Urban,No,Poor,No,Student,In Education
5805,27,Female,47228,Premium,25,6,Evening,Yes,Single,Suburban,No,Average,Yes,Early Career,Working
5806,56,Male,87179,VIP,2,1,Evening,No,Divorced,Rural,No,Good,Yes,Late Career,Working
5807,45,Male,85203,VIP,38,2,Morning,No,Divorced,Urban,No,Good,No,Employed,Working
5808,66,Female,41294,Basic,14,4,Morning,Yes,Divorced,Rural,No,Poor,Yes,Retired,Retired
5809,53,Male,27951,VIP,6,1,Evening,No,Single,Urban,No,Excellent,Yes,Employed,Working
5810,30,Male,50707,Premium,48,4,Evening,No,Divorced,Suburban,No,Average,Yes,Early Career,Working
5811,49,Male,52860,Premium,24,4,Evening,No,Divorced,Urban,No,Excellent,Yes,Employed,Working
5812,53,Female,90382,Basic,36,1,Morning,Yes,Married,Suburban,No,Good,Yes,Employed,Working
5813,54,Female,64354,Premium,17,4,Afternoon,No,Divorced,Suburban,No,Average,Yes,Employed,Working
5814,43,Male,100287,VIP,28,6,Evening,No,Divorced,Suburban,No,Poor,No,Employed,Working
5815,39,Male,84015,VIP,46,5,Evening,No,Married,Suburban,No,Good,No,Employed,Working
5816,21,Male,21054,Basic,35,2,Afternoon,No,Married,Urban,Yes,Excellent,Yes,Student,In Education
5817,48,Female,61729,Premium,2,1,Evening,Yes,Married,Rural,No,Good,No,Employed,Working
5818,35,Male,84970,Basic,39,4,Evening,No,Married,Urban,No,Poor,No,Employed,Working
5819,55,Female,68752,VIP,21,1,Evening,No,Married,Suburban,No,Average,No,Employed,Working
5820,41,Male,83416,VIP,41,4,Afternoon,No,Single,Urban,No,Average,No,Employed,Working
5821,40,Female,70879,Premium,52,2,Afternoon,No,Married,Suburban,No,Good,No,Employed,Working
5822,39,Female,68788,Premium,3,3,Evening,No,Single,Rural,No,Good,Yes,Employed,Working
5823,19,Female,19318,Basic,57,2,Evening,Yes,Married,Urban,Yes,Average,Yes,Student,In Education
5824,48,Male,56886,Premium,7,6,Afternoon,Yes,Single,Rural,No,Excellent,Yes,Employed,Working
5825,28,Female,20755,Basic,1,4,Afternoon,Yes,Divorced,Rural,Yes,Excellent,No,Early Career,Working
5826,45,Male,78271,Premium,49,4,Afternoon,Yes,Married,Suburban,No,Excellent,Yes,Employed,Working
5827,63,Male,27951,Premium,46,6,Evening,No,Single,Urban,No,Poor,Yes,Late Career,Working
5828,49,Male,78449,Premium,35,6,Evening,Yes,Married,Rural,No,Poor,Yes,Employed,Working
5829,22,Female,-621,Basic,35,4,Evening,Yes,Divorced,Rural,Yes,Average,No,Student,In Education
5830,55,Female,70753,Basic,49,6,Evening,Yes,Divorced,Urban,No,Excellent,Yes,Employed,Working
5831,27,Female,21227,Basic,16,1,Evening,No,Married,Rural,Yes,Excellent,Yes,Early Career,Working
5832,57,Female,72063,VIP,1,6,Evening,Yes,Single,Rural,No,Good,Yes,Late Career,Working
5833,63,Male,104770,VIP,2,1,Morning,Yes,Married,Suburban,No,Excellent,Yes,Late Career,Working
5834,41,Female,63412,Premium,2,1,Morning,No,Married,Rural,No,Poor,Yes,Employed,Working
5835,52,Female,98320,VIP,3,3,Afternoon,Yes,Single,Suburban,No,Excellent,No,Employed,Working
5836,61,Female,109721,VIP,59,6,Evening,Yes,Divorced,Suburban,No,Poor,No,Late Career,Working
5837,65,Male,108685,VIP,42,6,Afternoon,Yes,Single,Urban,No,Excellent,Yes,Late Career,Working
5838,40,Other,77295,VIP,35,4,Afternoon,No,Single,Urban,No,Average,No,Employed,Working
5839,34,Female,50967,Premium,32,5,Afternoon,No,Divorced,Rural,No,Average,Yes,Employed,Working
5840,18,Female,25015,Basic,16,1,Afternoon,Yes,Married,Urban,Yes,Poor,No,Student,In Education
5841,48,Male,85223,VIP,45,1,Afternoon,No,Divorced,Suburban,No,Excellent,No,Employed,Working
5842,48,Female,47646,Premium,57,6,Evening,Yes,Married,Rural,No,Poor,Yes,Employed,Working
5843,59,Female,96030,VIP,49,4,Evening,Yes,Married,Urban,No,Excellent,No,Late Career,Working
5844,59,Male,99172,Basic,53,3,Morning,Yes,Single,Urban,No,Poor,Yes,Late Career,Working
5845,70,Male,103931,Basic,58,5,Afternoon,No,Married,Suburban,No,Good,No,Retired,Retired
5846,51,Male,85245,VIP,2,1,Evening,Yes,Divorced,Urban,No,Poor,No,Employed,Working
5847,26,Female,19904,Basic,37,2,Evening,No,Single,Rural,Yes,Excellent,Yes,Early Career,Working
5848,39,Male,90566,VIP,53,5,Afternoon,Yes,Married,Urban,No,Excellent,Yes,Employed,Working
5849,30,Male,49128,Premium,51,5,Evening,Yes,Divorced,Suburban,No,Excellent,Yes,Early Career,Working
5850,42,Female,54925,Premium,12,5,Morning,No,Married,Urban,No,Excellent,No,Employed,Working
5851,65,Female,62214,Premium,2,5,Morning,Yes,Divorced,Urban,No,Excellent,No,Late Career,Working
5852,35,Male,76460,Premium,24,5,Afternoon,Yes,Divorced,Urban,No,Poor,Yes,Employed,Working
5853,68,Male,72387,Basic,2,4,Evening,Yes,Single,Urban,No,Good,No,Retired,Retired
5854,29,Female,42094,Basic,2,5,Evening,No,Divorced,Suburban,No,Good,No,Early Career,Working
5855,57,Female,97158,VIP,29,5,Afternoon,Yes,Married,Suburban,No,Good,No,Late Career,Working
5856,34,Male,90544,Basic,2,2,Evening,Yes,Single,Urban,No,Excellent,No,Employed,Working
5857,32,Female,79160,Basic,15,3,Evening,No,Divorced,Urban,No,Excellent,No,Employed,Working
5858,59,Male,116715,Basic,42,3,Afternoon,Yes,Married,Suburban,No,Good,Yes,Late Career,Working
5859,32,Other,49276,Premium,38,1,Evening,Yes,Single,Rural,No,Average,Yes,Employed,Working
5860,32,Male,78791,Premium,51,1,Evening,Yes,Single,Suburban,No,Poor,No,Employed,Working
5861,56,Male,80788,Basic,120,4,Morning,Yes,Divorced,Urban,No,Excellent,No,Late Career,Working
5862,30,Male,20457,Basic,21,5,Morning,Yes,Single,Rural,Yes,Poor,No,Early Career,Working
5863,34,Male,75415,Basic,19,3,Evening,No,Divorced,Rural,No,Poor,Yes,Employed,Working
5864,49,Female,77276,Basic,16,1,Evening,No,Married,Urban,No,Excellent,Yes,Employed,Working
5865,26,Female,47644,Premium,7,3,Evening,No,Single,Suburban,No,Excellent,No,Early Career,Working
5866,57,Female,85142,VIP,60,3,Afternoon,Yes,Married,Suburban,No,Excellent,Yes,Late Career,Working
5867,37,Male,71791,Premium,29,3,Evening,No,Single,Rural,No,Poor,Yes,Employed,Working
5868,43,Male,83160,Basic,19,1,Morning,Yes,Single,Suburban,No,Good,No,Employed,Working
5869,44,Male,59711,Premium,33,5,Evening,No,Divorced,Rural,No,Good,Yes,Employed,Working
5870,38,Male,80050,Basic,24,1,Evening,Yes,Divorced,Urban,No,Good,No,Employed,Working
5871,35,Female,43739,Premium,51,6,Evening,Yes,Single,Urban,No,Average,Yes,Employed,Working
5872,30,Male,27373,Basic,49,3,Evening,Yes,Single,Rural,Yes,Good,Yes,Early Career,Working
5873,33,Female,50110,Premium,60,5,Morning,No,Married,Rural,No,Good,No,Employed,Working
5874,26,Female,30479,Basic,19,3,Morning,Yes,Divorced,Rural,Yes,Good,Yes,Early Career,Working
5875,29,Male,26572,Basic,5,6,Evening,No,Divorced,Rural,Yes,Poor,Yes,Early Career,Working
5876,61,Female,67970,Premium,37,3,Morning,Yes,Divorced,Rural,No,Poor,No,Late Career,Working
5877,55,Male,86037,VIP,25,2,Afternoon,Yes,Divorced,Suburban,No,Poor,No,Employed,Working
5878,36,Male,113205,VIP,3,1,Afternoon,Yes,Single,Suburban,No,Average,Yes,Employed,Working
5879,24,Female,34521,Basic,28,5,Morning,Yes,Married,Suburban,Yes,Poor,Yes,Early Career,Working
5880,52,Male,96434,VIP,26,4,Afternoon,No,Single,Suburban,No,Poor,No,Employed,Working
5881,65,Male,107458,VIP,11,3,Morning,Yes,Married,Suburban,No,Excellent,No,Late Career,Working
5882,35,Female,73847,Premium,11,5,Afternoon,No,Single,Suburban,No,Average,No,Employed,Working
5883,33,Male,68558,Basic,7,6,Evening,No,Divorced,Urban,No,Average,Yes,Employed,Working
5884,56,Female,103587,VIP,26,3,Morning,Yes,Single,Urban,No,Average,No,Late Career,Working
5885,21,Female,3125,Basic,47,2,Morning,No,Single,Rural,Yes,Good,Yes,Student,In Education
5886,42,Male,97363,VIP,4,2,Morning,No,Divorced,Urban,No,Poor,No,Employed,Working
5887,49,Female,71097,Premium,19,5,Afternoon,Yes,Single,Urban,No,Average,No,Employed,Working
5888,57,Female,89033,VIP,34,4,Evening,Yes,Married,Suburban,No,Excellent,No,Late Career,Working
5889,30,Male,46817,Basic,10,1,Evening,Yes,Married,Urban,No,Average,No,Early Career,Working
5890,62,Male,128899,VIP,2,7,Afternoon,No,Divorced,Suburban,No,Good,No,Late Career,Working
5891,34,Female,41507,Basic,7,1,Afternoon,Yes,Single,Urban,No,Poor,Yes,Employed,Working
5892,66,Male,76949,VIP,44,2,Evening,Yes,Single,Urban,No,Average,No,Retired,Retired
5893,54,Female,52811,Premium,35,4,Morning,No,Divorced,Rural,No,Excellent,Yes,Employed,Working
5894,23,Female,23523,Basic,32,4,Afternoon,Yes,Married,Rural,Yes,Excellent,No,Early Career,Working
5895,36,Female,46050,Premium,15,2,Afternoon,Yes,Single,Urban,No,Good,No,Employed,Working
5896,30,Female,50060,Premium,12,6,Evening,Yes,Married,Suburban,No,Poor,No,Early Career,Working
5897,43,Female,94982,VIP,47,1,Afternoon,No,Single,Suburban,No,Excellent,No,Employed,Working
5898,31,Female,45627,Basic,44,4,Afternoon,Yes,Married,Rural,No,Poor,Yes,Employed,Working
5899,48,Female,90080,VIP,13,6,Evening,Yes,Divorced,Suburban,No,Poor,Yes,Employed,Working
5900,21,Female,23733,Basic,43,4,Evening,No,Divorced,Urban,Yes,Good,Yes,Student,In Education
5901,56,Male,136733,Basic,8,2,Afternoon,Yes,Divorced,Suburban,No,Poor,Yes,Late Career,Working
5902,25,Female,29326,Basic,39,6,Morning,Yes,Single,Urban,Yes,Good,No,Early Career,Working
5903,42,Female,47988,Premium,21,1,Afternoon,Yes,Single,Urban,No,Poor,Yes,Employed,Working
5904,30,Female,43619,Premium,27,1,Morning,Yes,Single,Suburban,No,Average,No,Early Career,Working
5905,49,Male,42028,Premium,55,2,Evening,Yes,Divorced,Rural,No,Average,Yes,Employed,Working
5906,55,Male,92678,VIP,17,4,Evening,No,Married,Suburban,No,Good,No,Employed,Working
5907,55,Female,54285,Premium,11,4,Evening,No,Single,Urban,No,Poor,No,Employed,Working
5908,45,Female,36738,Basic,8,6,Evening,No,Married,Rural,Yes,Excellent,Yes,Employed,Working
5909,70,Male,85207,VIP,59,5,Morning,No,Single,Rural,No,Poor,No,Retired,Retired
5910,47,Female,79185,VIP,32,4,Afternoon,Yes,Married,Suburban,No,Good,Yes,Employed,Working
5911,20,Other,10831,Basic,10,2,Evening,Yes,Married,Urban,Yes,Good,No,Student,In Education
5912,45,Female,68761,Premium,35,4,Evening,No,Married,Suburban,No,Average,No,Employed,Working
5913,20,Female,26580,Basic,55,1,Evening,No,Single,Urban,Yes,Good,No,Student,In Education
5914,62,Male,127125,VIP,120,1,Evening,Yes,Single,Suburban,No,Excellent,No,Late Career,Working
5915,51,Female,67842,Premium,32,1,Morning,Yes,Married,Rural,No,Excellent,Yes,Employed,Working
5916,33,Female,80934,VIP,4,3,Morning,Yes,Married,Urban,No,Excellent,Yes,Employed,Working
5917,39,Female,58339,Premium,50,3,Afternoon,Yes,Married,Urban,No,Poor,Yes,Employed,Working
5918,49,Male,77408,Premium,58,2,Morning,Yes,Married,Urban,No,Good,Yes,Employed,Working
5919,55,Male,74388,Premium,27,4,Afternoon,No,Single,Suburban,No,Poor,Yes,Employed,Working
5920,25,Female,28789,Basic,52,1,Evening,No,Married,Urban,Yes,Good,Yes,Early Career,Working
5921,25,Male,58568,Premium,39,1,Evening,Yes,Single,Suburban,No,Poor,No,Early Career,Working
5922,23,Female,34195,VIP,43,3,Afternoon,Yes,Single,Urban,Yes,Average,Yes,Early Career,Working
5923,31,Female,72923,Basic,18,6,Evening,No,Single,Urban,No,Poor,No,Employed,Working
5924,49,Female,65230,Basic,32,5,Afternoon,No,Single,Suburban,No,Excellent,Yes,Employed,Working
5925,52,Female,94459,Basic,5,3,Morning,Yes,Single,Suburban,No,Poor,No,Employed,Working
5926,27,Male,52992,Premium,54,2,Afternoon,Yes,Married,Suburban,No,Poor,Yes,Early Career,Working
5927,20,Female,19935,Basic,37,3,Morning,No,Single,Urban,Yes,Average,No,Student,In Education
5928,29,Female,39477,Basic,28,2,Evening,Yes,Single,Urban,Yes,Poor,No,Early Career,Working
5929,66,Female,48341,Premium,39,1,Morning,No,Divorced,Rural,No,Excellent,No,Retired,Retired
5930,48,Female,74308,VIP,13,5,Morning,No,Divorced,Rural,No,Poor,Yes,Employed,Working
5931,46,Female,54323,Premium,22,6,Afternoon,No,Married,Rural,No,Excellent,No,Employed,Working
5932,22,Female,20278,Basic,27,6,Evening,No,Divorced,Urban,Yes,Average,No,Student,In Education
