User_ID,Age,Gender,Annual_Income,Membership_Type,Membership_Duration,Frequency_of_Visit,Preferred_Time,Previous_Membership,Marital_Status,Location,Promotion_Response,Health_Condition,Membership_Prediction,Professional,Professional_Status
1477,64,Female,82792,VIP,32,3,Morning,Yes,Divorced,Suburban,No,Poor,No,Late Career,Working
1478,22,Male,22927,Basic,49,5,Afternoon,Yes,Divorced,Urban,Yes,Good,No,Student,In Education
1479,37,Female,75555,Premium,31,3,Afternoon,No,Single,Suburban,No,Poor,No,Employed,Working
1480,28,Female,46083,VIP,44,6,Morning,No,Married,Suburban,No,Excellent,No,Early Career,Working
1481,59,Male,101023,VIP,15,4,Afternoon,No,Divorced,Urban,No,Poor,Yes,Late Career,Working
1482,19,Female,28733,Basic,3,5,Morning,No,Married,Suburban,Yes,Average,Yes,Student,In Education
1483,20,Female,2177,Basic,49,6,Morning,Yes,Single,Rural,Yes,Good,No,Student,In Education
1484,40,Male,104525,VIP,46,2,Evening,Yes,Divorced,Suburban,No,Poor,Yes,Employed,Working
1485,29,Male,39862,Basic,47,2,Evening,No,Married,Urban,Yes,Good,No,Early Career,Working
1486,37,Female,50583,Premium,47,5,Afternoon,Yes,Single,Urban,No,Good,Yes,Employed,Working
1487,22,Female,21176,Basic,15,3,Afternoon,No,Married,Suburban,Yes,Good,Yes,Student,In Education
1488,54,Female,45105,Basic,51,4,Morning,No,Divorced,Rural,No,Good,No,Employed,Working
1489,55,Female,88772,VIP,43,4,Evening,Yes,Single,Suburban,No,Average,No,Employed,Working
1490,47,Female,68573,Premium,18,1,Afternoon,No,Single,Urban,No,Average,Yes,Employed,Working
1491,26,Male,44120,VIP,21,5,Morning,No,Married,Suburban,No,Average,Yes,Early Career,Working
1492,51,Female,77861,VIP,10,4,Evening,Yes,Married,Rural,No,Average,Yes,Employed,Working
1493,70,Female,36433,VIP,21,3,Morning,No,Single,Urban,Yes,Average,Yes,Retired,Retired
1494,61,Female,79098,VIP,26,3,Evening,No,Divorced,Rural,No,Excellent,Yes,Late Career,Working
1495,52,Male,44324,Basic,41,2,Morning,Yes,Divorced,Rural,No,Excellent,No,Employed,Working
1496,69,Male,43670,Premium,56,4,Evening,Yes,Married,Urban,No,Poor,No,Retired,Retired
1497,39,Male,84304,VIP,3,4,Morning,Yes,Married,Rural,No,Good,Yes,Employed,Working
1498,61,Male,85029,VIP,1,3,Morning,Yes,Married,Urban,No,Excellent,Yes,Late Career,Working
1499,41,Male,68261,Premium,21,2,Afternoon,Yes,Divorced,Rural,No,Average,Yes,Employed,Working
1500,34,Female,97307,VIP,11,4,Evening,No,Divorced,Suburban,No,Good,No,Employed,Working
1501,27,Female,49440,Premium,16,3,Evening,No,Married,Suburban,No,Average,No,Early Career,Working
1502,47,Male,65822,Premium,35,2,Afternoon,Yes,Married,Suburban,No,Average,No,Employed,Working
1503,63,Female,83906,VIP,21,2,Afternoon,Yes,Single,Rural,No,Poor,Yes,Late Career,Working
1504,40,Male,80283,Premium,41,3,Morning,Yes,Single,Urban,No,Good,Yes,Employed,Working
1505,49,Male,72937,VIP,11,2,Evening,Yes,Single,Suburban,No,Average,No,Employed,Working
1506,34,Male,80579,Premium,31,6,Morning,Yes,Single,Urban,No,Average,No,Employed,Working
1507,67,Female,71383,Premium,49,6,Morning,No,Married,Urban,No,Poor,No,Retired,Retired
1508,68,Male,85721,VIP,1,2,Morning,Yes,Divorced,Urban,No,Good,No,Retired,Retired
1509,34,Male,114643,VIP,41,1,Afternoon,Yes,Divorced,Suburban,No,Excellent,Yes,Employed,Working
1510,31,Male,50975,Premium,32,2,Evening,No,Single,Urban,No,Good,No,Employed,Working
1511,26,Female,41175,Basic,3,4,Afternoon,Yes,Divorced,Urban,No,Average,Yes,Early Career,Working
1512,57,Male,74318,Premium,60,2,Afternoon,No,Single,Urban,No,Excellent,Yes,Late Career,Working
1513,19,Female,10342,Basic,32,4,Evening,Yes,Married,Urban,Yes,Poor,Yes,Student,In Education
1514,62,Female,113835,VIP,42,3,Evening,No,Single,Suburban,No,Poor,Yes,Late Career,Working
1515,42,Female,65938,Premium,5,2,Afternoon,Yes,Divorced,Rural,No,Average,Yes,Employed,Working
1516,56,Female,66289,VIP,57,3,Afternoon,Yes,Divorced,Urban,No,Good,Yes,Late Career,Working
1517,26,Male,29944,Basic,43,5,Afternoon,No,Divorced,Rural,Yes,Average,Yes,Early Career,Working
1518,39,Male,75172,VIP,37,6,Evening,No,Married,Rural,No,Good,No,Employed,Working
1519,60,Female,93015,VIP,12,2,Evening,Yes,Single,Suburban,No,Poor,No,Late Career,Working
1520,63,Male,96116,VIP,14,3,Morning,No,Married,Suburban,No,Average,No,Late Career,Working
1521,21,Female,9191,Basic,44,5,Evening,Yes,Married,Rural,Yes,Average,No,Student,In Education
1522,43,Female,51021,Premium,51,4,Afternoon,No,Single,Urban,No,Excellent,Yes,Employed,Working
1523,46,Female,60447,Premium,9,4,Evening,No,Divorced,Suburban,No,Average,Yes,Employed,Working
1524,62,Female,81804,VIP,60,6,Evening,Yes,Divorced,Suburban,No,Good,Yes,Late Career,Working
1525,51,Other,58608,Premium,7,6,Evening,Yes,Divorced,Suburban,No,Excellent,Yes,Employed,Working
1526,40,Female,47642,VIP,16,4,Afternoon,No,Divorced,Rural,No,Good,No,Employed,Working
1527,54,Male,91644,VIP,28,4,Morning,Yes,Married,Urban,No,Excellent,Yes,Employed,Working
1528,28,Female,45905,Basic,60,4,Morning,No,Single,Suburban,No,Poor,No,Early Career,Working
1529,23,Male,61742,Premium,7,1,Afternoon,Yes,Single,Suburban,No,Good,Yes,Early Career,Working
1530,35,Male,73054,Premium,14,6,Afternoon,Yes,Single,Urban,No,Good,No,Employed,Working
1531,38,Female,65186,VIP,32,3,Morning,No,Married,Urban,No,Average,No,Employed,Working
1532,59,Male,124791,VIP,8,5,Afternoon,Yes,Divorced,Suburban,No,Poor,No,Late Career,Working
1533,53,Male,59623,Premium,27,5,Evening,No,Divorced,Rural,No,Excellent,Yes,Employed,Working
1534,58,Male,99002,VIP,53,2,Evening,No,Single,Suburban,No,Excellent,No,Late Career,Working
1535,55,Female,42383,Premium,50,3,Morning,Yes,Divorced,Rural,No,Poor,No,Employed,Working
1536,51,Female,58988,Premium,59,6,Evening,Yes,Married,Suburban,No,Average,Yes,Employed,Working
1537,34,Female,55721,Premium,57,1,Morning,No,Divorced,Urban,No,Good,Yes,Employed,Working
1538,54,Male,93188,VIP,3,1,Afternoon,No,Divorced,Urban,No,Good,No,Employed,Working
1539,42,Female,69261,Premium,27,3,Morning,No,Divorced,Urban,No,Average,Yes,Employed,Working
1540,55,Female,56726,Premium,30,4,Morning,No,Single,Urban,No,Excellent,No,Employed,Working
1541,29,Male,46014,Basic,34,4,Evening,No,Married,Urban,No,Average,Yes,Early Career,Working
1542,40,Male,66385,Premium,26,3,Morning,Yes,Single,Rural,No,Good,No,Employed,Working
1543,70,Male,37694,Basic,58,6,Morning,No,Married,Rural,Yes,Poor,Yes,Retired,Retired
1544,59,Other,63071,Premium,37,5,Morning,No,Single,Urban,No,Excellent,Yes,Late Career,Working
1545,39,Female,56619,Premium,40,4,Afternoon,No,Married,Urban,No,Average,No,Employed,Working
1546,38,Female,75706,VIP,51,2,Evening,No,Married,Urban,No,Good,No,Employed,Working
1547,44,Male,64147,Premium,22,6,Evening,No,Single,Suburban,No,Excellent,Yes,Employed,Working
1548,48,Female,72071,VIP,32,6,Morning,No,Single,Urban,No,Average,Yes,Employed,Working
1549,23,Female,34961,Basic,41,1,Morning,No,Divorced,Urban,Yes,Poor,No,Early Career,Working
1550,44,Female,51604,Premium,2,4,Afternoon,No,Married,Rural,No,Excellent,Yes,Employed,Working
1551,57,Other,84581,VIP,47,5,Evening,No,Married,Rural,No,Poor,Yes,Late Career,Working
1552,51,Male,50663,Premium,8,6,Evening,No,Married,Urban,No,Good,No,Employed,Working
1553,29,Male,57365,Premium,42,4,Morning,Yes,Married,Suburban,No,Excellent,Yes,Early Career,Working
1554,62,Female,89116,VIP,7,4,Afternoon,Yes,Married,Urban,No,Poor,Yes,Late Career,Working
1555,70,Female,26894,Basic,19,1,Afternoon,Yes,Divorced,Rural,Yes,Average,No,Retired,Retired
1556,24,Female,55341,Premium,33,2,Morning,No,Divorced,Suburban,No,Poor,No,Early Career,Working
1557,27,Male,30185,Basic,54,6,Morning,No,Divorced,Urban,Yes,Good,Yes,Early Career,Working
1558,62,Female,73970,Premium,2,2,Morning,No,Married,Rural,No,Average,Yes,Late Career,Working
1559,34,Male,90576,VIP,3,5,Morning,No,Single,Urban,No,Poor,No,Employed,Working
1560,43,Male,78564,VIP,28,3,Morning,No,Single,Urban,No,Excellent,No,Employed,Working
1561,38,Female,67713,Premium,14,3,Afternoon,Yes,Married,Urban,No,Poor,No,Employed,Working
1562,45,Female,93755,VIP,15,3,Afternoon,No,Divorced,Suburban,No,Excellent,No,Employed,Working
1563,63,Male,114288,VIP,21,5,Morning,No,Single,Urban,No,Excellent,No,Late Career,Working
1564,19,Male,21540,Basic,14,6,Morning,No,Single,Urban,Yes,Poor,Yes,Student,In Education
1565,60,Male,92293,VIP,59,4,Evening,No,Divorced,Urban,No,Good,Yes,Late Career,Working
1566,18,Male,20677,Basic,40,2,Afternoon,No,Married,Urban,Yes,Excellent,Yes,Student,In Education
1567,68,Female,41454,VIP,18,2,Afternoon,No,Married,Rural,No,Good,No,Retired,Retired
1568,70,Female,35703,Basic,54,4,Morning,Yes,Married,Urban,Yes,Excellent,No,Retired,Retired
1569,53,Male,66163,Premium,49,6,Afternoon,No,Married,Urban,No,Excellent,No,Employed,Working
1570,68,Female,52968,Premium,39,2,Afternoon,Yes,Married,Suburban,No,Poor,Yes,Retired,Retired
1571,43,Female,55009,Premium,20,6,Afternoon,No,Single,Rural,No,Excellent,Yes,Employed,Working
1572,46,Female,66900,VIP,1,2,Evening,No,Divorced,Rural,No,Average,No,Employed,Working
1573,38,Male,79456,Premium,9,3,Afternoon,No,Single,Suburban,No,Poor,Yes,Employed,Working
1574,28,Female,34624,Basic,9,3,Morning,Yes,Single,Urban,Yes,Average,No,Early Career,Working
1575,57,Male,107447,VIP,43,1,Afternoon,No,Single,Rural,No,Average,Yes,Late Career,Working
1576,28,Male,61650,Premium,51,1,Afternoon,Yes,Divorced,Suburban,No,Excellent,Yes,Early Career,Working
1577,53,Male,98865,VIP,38,2,Evening,No,Single,Urban,No,Good,No,Employed,Working
1578,66,Female,61725,Premium,39,3,Afternoon,No,Single,Rural,No,Poor,No,Retired,Retired
1579,56,Male,73457,VIP,29,6,Evening,No,Married,Urban,No,Good,No,Late Career,Working
1580,57,Male,89627,VIP,15,1,Evening,No,Divorced,Rural,No,Poor,No,Late Career,Working
1581,52,Male,79361,Premium,20,1,Evening,Yes,Married,Rural,No,Average,No,Employed,Working
1582,51,Female,55430,Premium,38,3,Afternoon,No,Married,Suburban,No,Excellent,Yes,Employed,Working
1583,64,Female,88882,VIP,41,6,Morning,Yes,Single,Rural,No,Excellent,Yes,Late Career,Working
1584,41,Male,50426,Premium,30,1,Morning,Yes,Married,Rural,No,Excellent,Yes,Employed,Working
1585,39,Female,49956,Premium,47,4,Afternoon,No,Single,Urban,No,Good,No,Employed,Working
1586,22,Female,27897,Basic,26,6,Evening,Yes,Married,Suburban,Yes,Excellent,No,Student,In Education
1587,50,Female,53416,Premium,54,4,Morning,Yes,Divorced,Urban,No,Excellent,No,Employed,Working
1588,53,Male,51746,Premium,55,3,Afternoon,No,Divorced,Urban,No,Good,Yes,Employed,Working
1589,64,Female,86637,VIP,6,3,Morning,Yes,Married,Rural,No,Good,No,Late Career,Working
1590,37,Female,76758,VIP,39,1,Afternoon,Yes,Single,Urban,No,Excellent,No,Employed,Working
1591,36,Female,55182,Premium,17,2,Evening,No,Single,Urban,No,Excellent,Yes,Employed,Working
1592,52,Male,81657,VIP,6,5,Morning,No,Single,Suburban,No,Average,Yes,Employed,Working
1593,69,Female,60696,Premium,28,4,Afternoon,Yes,Married,Rural,No,Excellent,No,Retired,Retired
1594,60,Female,76710,Premium,9,4,Afternoon,Yes,Single,Urban,No,Good,Yes,Late Career,Working
1595,34,Female,74947,VIP,27,6,Morning,Yes,Married,Urban,No,Poor,Yes,Employed,Working
1596,62,Male,91320,VIP,35,6,Afternoon,Yes,Divorced,Urban,No,Excellent,No,Late Career,Working
1597,60,Male,98630,VIP,46,3,Morning,Yes,Single,Suburban,No,Poor,Yes,Late Career,Working
1598,51,Female,62513,Premium,6,2,Afternoon,No,Married,Urban,No,Excellent,Yes,Employed,Working
1599,26,Female,58739,Premium,4,3,Morning,Yes,Single,Suburban,No,Excellent,No,Early Career,Working
1600,43,Male,69307,Premium,16,1,Evening,Yes,Married,Urban,No,Average,Yes,Employed,Working
1601,19,Female,24883,Basic,23,2,Morning,No,Single,Urban,Yes,Excellent,Yes,Student,In Education
1602,70,Male,33339,Basic,48,1,Afternoon,No,Divorced,Rural,Yes,Good,Yes,Retired,Retired
1603,26,Female,26961,Basic,23,4,Evening,Yes,Married,Urban,Yes,Excellent,No,Early Career,Working
1604,26,Female,38569,Basic,29,3,Evening,No,Married,Suburban,Yes,Poor,No,Early Career,Working
1605,57,Female,93050,VIP,41,6,Morning,Yes,Divorced,Urban,No,Excellent,Yes,Late Career,Working
1606,34,Female,74216,Premium,4,3,Morning,No,Divorced,Suburban,No,Good,No,Employed,Working
1607,18,Male,26250,Basic,40,5,Morning,No,Single,Suburban,Yes,Excellent,Yes,Student,In Education
1608,42,Female,66245,Premium,56,2,Evening,No,Married,Urban,No,Poor,Yes,Employed,Working
1609,60,Male,112636,VIP,40,4,Evening,No,Married,Urban,No,Excellent,No,Late Career,Working
1610,57,Female,63372,VIP,24,5,Morning,No,Single,Urban,No,Average,No,Late Career,Working
1611,59,Female,78947,VIP,6,5,Afternoon,Yes,Single,Suburban,No,Excellent,No,Late Career,Working
1612,42,Female,58023,Premium,40,3,Evening,Yes,Married,Rural,No,Poor,No,Employed,Working
1613,56,Male,129932,VIP,6,2,Morning,No,Divorced,Suburban,No,Poor,Yes,Late Career,Working
1614,52,Female,63726,VIP,58,3,Afternoon,No,Single,Suburban,No,Poor,Yes,Employed,Working
1615,20,Male,25611,Basic,14,2,Morning,No,Married,Urban,Yes,Average,Yes,Student,In Education
1616,67,Male,54230,Premium,14,5,Evening,No,Single,Urban,No,Excellent,No,Retired,Retired
1617,54,Female,53369,Premium,50,1,Evening,Yes,Divorced,Urban,No,Poor,No,Employed,Working
1618,61,Female,71235,VIP,45,4,Morning,No,Married,Urban,No,Average,No,Late Career,Working
1619,61,Female,74961,VIP,47,5,Afternoon,No,Married,Urban,No,Average,No,Late Career,Working
1620,68,Male,55833,Premium,35,3,Evening,Yes,Married,Suburban,No,Poor,Yes,Retired,Retired
1621,47,Male,72509,VIP,6,4,Morning,No,Divorced,Suburban,No,Good,Yes,Employed,Working
1622,55,Female,62823,Premium,23,5,Morning,Yes,Single,Rural,No,Excellent,No,Employed,Working
1623,51,Female,52735,Premium,20,2,Afternoon,No,Divorced,Urban,No,Poor,No,Employed,Working
1624,29,Male,56638,Premium,17,3,Afternoon,No,Divorced,Suburban,No,Excellent,Yes,Early Career,Working
1625,36,Female,66798,VIP,20,5,Evening,Yes,Divorced,Rural,No,Average,No,Employed,Working
1626,54,Female,79624,VIP,48,2,Afternoon,No,Married,Suburban,No,Excellent,No,Employed,Working
1627,61,Female,60063,Premium,6,2,Afternoon,Yes,Divorced,Urban,No,Good,Yes,Late Career,Working
1628,66,Male,42450,Premium,40,2,Evening,Yes,Married,Urban,No,Excellent,Yes,Retired,Retired
1629,34,Female,46539,Basic,28,4,Morning,Yes,Married,Urban,No,Poor,Yes,Employed,Working
1630,27,Female,29641,Basic,13,3,Evening,Yes,Single,Urban,Yes,Poor,No,Early Career,Working
1631,66,Female,60158,Premium,29,2,Evening,No,Single,Rural,No,Poor,No,Retired,Retired
1632,64,Male,103743,VIP,45,5,Afternoon,No,Divorced,Urban,No,Excellent,No,Late Career,Working
1633,29,Female,34210,Basic,20,2,Afternoon,Yes,Married,Urban,Yes,Poor,No,Early Career,Working
1634,33,Female,69633,Premium,58,3,Morning,Yes,Married,Rural,No,Excellent,No,Employed,Working
1635,41,Female,66435,Premium,17,6,Afternoon,Yes,Single,Rural,No,Excellent,Yes,Employed,Working
1636,36,Male,96276,VIP,53,6,Morning,Yes,Married,Suburban,No,Poor,Yes,Employed,Working
1637,25,Female,47389,Premium,55,4,Morning,Yes,Divorced,Suburban,No,Good,Yes,Early Career,Working
1638,48,Female,63056,Premium,54,2,Morning,No,Married,Urban,No,Poor,Yes,Employed,Working
1639,38,Male,65628,VIP,35,5,Evening,No,Divorced,Urban,No,Average,No,Employed,Working
1640,34,Male,58265,Premium,45,3,Afternoon,Yes,Single,Urban,No,Average,Yes,Employed,Working
1641,40,Female,74925,Premium,39,2,Afternoon,No,Single,Suburban,No,Good,Yes,Employed,Working
1642,54,Male,85820,VIP,52,4,Morning,No,Married,Rural,No,Average,Yes,Employed,Working
1643,33,Other,74017,Premium,37,1,Afternoon,Yes,Married,Urban,No,Good,Yes,Employed,Working
1644,23,Female,48860,Premium,43,6,Morning,No,Single,Suburban,No,Excellent,No,Early Career,Working
1645,25,Female,28633,Basic,23,5,Afternoon,Yes,Divorced,Urban,Yes,Average,No,Early Career,Working
1646,42,Male,67348,Premium,18,6,Evening,Yes,Divorced,Suburban,No,Good,Yes,Employed,Working
1647,35,Male,90838,VIP,36,2,Afternoon,No,Divorced,Urban,No,Poor,No,Employed,Working
1648,42,Female,62763,VIP,20,2,Morning,No,Single,Urban,No,Average,Yes,Employed,Working
1649,29,Male,35804,Basic,54,1,Evening,Yes,Single,Rural,Yes,Average,Yes,Early Career,Working
1650,32,Female,60203,Premium,60,3,Afternoon,No,Single,Suburban,No,Good,Yes,Employed,Working
1651,43,Male,101643,VIP,59,1,Evening,Yes,Married,Suburban,No,Excellent,No,Employed,Working
1652,58,Male,97655,VIP,7,3,Morning,Yes,Single,Urban,No,Good,Yes,Late Career,Working
1653,62,Male,99143,VIP,36,2,Morning,Yes,Divorced,Urban,No,Good,No,Late Career,Working
1654,43,Female,50587,Premium,42,1,Afternoon,Yes,Divorced,Urban,No,Average,No,Employed,Working
1655,64,Other,70799,Premium,1,6,Morning,Yes,Single,Rural,No,Good,No,Late Career,Working
1656,49,Male,76196,Premium,49,6,Afternoon,Yes,Single,Rural,No,Poor,No,Employed,Working
1657,27,Male,59872,Premium,37,2,Morning,Yes,Divorced,Suburban,No,Good,Yes,Early Career,Working
1658,33,Male,91420,VIP,49,1,Morning,No,Single,Urban,No,Poor,No,Employed,Working
1659,24,Female,17230,Basic,35,2,Morning,No,Married,Rural,Yes,Poor,Yes,Early Career,Working
1660,34,Male,75490,Premium,41,6,Afternoon,Yes,Single,Suburban,No,Good,Yes,Employed,Working
1661,40,Female,82984,Premium,3,6,Afternoon,No,Divorced,Suburban,No,Excellent,No,Employed,Working
1662,43,Female,50123,Premium,35,2,Afternoon,No,Divorced,Urban,No,Poor,Yes,Employed,Working
1663,38,Female,68139,Premium,29,2,Afternoon,Yes,Single,Rural,No,Poor,Yes,Employed,Working
1664,39,Male,76596,VIP,9,4,Morning,Yes,Divorced,Suburban,No,Poor,No,Employed,Working
1665,24,Other,28967,Basic,37,1,Evening,No,Single,Rural,Yes,Excellent,No,Early Career,Working
1666,31,Male,89137,VIP,60,4,Afternoon,Yes,Divorced,Rural,No,Good,No,Employed,Working
1667,32,Male,70407,Premium,56,2,Morning,No,Divorced,Urban,No,Excellent,No,Employed,Working
1668,70,Female,68610,VIP,42,5,Morning,Yes,Divorced,Rural,No,Good,Yes,Retired,Retired
1669,24,Female,18158,Basic,47,6,Afternoon,Yes,Single,Rural,Yes,Poor,Yes,Early Career,Working
1670,26,Male,49948,Premium,25,3,Afternoon,Yes,Single,Urban,No,Average,No,Early Career,Working
1671,68,Male,85615,Premium,12,1,Morning,Yes,Single,Urban,No,Poor,No,Retired,Retired
1672,65,Female,90076,VIP,38,1,Afternoon,No,Married,Urban,No,Good,Yes,Late Career,Working
1673,25,Male,57711,Premium,7,6,Afternoon,Yes,Married,Suburban,No,Excellent,Yes,Early Career,Working
1674,67,Female,72362,VIP,7,3,Evening,Yes,Married,Urban,No,Poor,No,Retired,Retired
1675,40,Female,73535,Premium,55,4,Evening,Yes,Divorced,Suburban,No,Poor,No,Employed,Working
1676,46,Male,89177,VIP,4,3,Afternoon,No,Divorced,Urban,No,Good,No,Employed,Working
1677,35,Male,77727,Premium,45,5,Evening,No,Single,Rural,No,Good,No,Employed,Working
1678,48,Male,50885,Premium,47,2,Evening,Yes,Divorced,Urban,No,Average,No,Employed,Working
1679,47,Female,66905,Premium,31,3,Afternoon,Yes,Married,Urban,No,Poor,No,Employed,Working
1680,69,Female,49202,Premium,50,3,Morning,Yes,Married,Suburban,No,Poor,No,Retired,Retired
1681,56,Male,113568,VIP,50,2,Morning,Yes,Single,Suburban,No,Poor,Yes,Late Career,Working
1682,52,Female,54658,Premium,39,6,Morning,No,Divorced,Urban,No,Average,Yes,Employed,Working
1683,35,Other,55770,Premium,10,1,Morning,No,Divorced,Urban,No,Average,Yes,Employed,Working
1684,59,Male,119939,VIP,48,6,Evening,Yes,Married,Urban,No,Poor,Yes,Late Career,Working
1685,56,Female,54214,Premium,23,5,Evening,Yes,Single,Rural,No,Good,Yes,Late Career,Working
1686,34,Male,54675,Premium,26,6,Afternoon,No,Married,Rural,No,Excellent,Yes,Employed,Working
1687,31,Male,109102,VIP,23,3,Afternoon,Yes,Divorced,Suburban,No,Poor,No,Employed,Working
1688,48,Male,36074,VIP,29,3,Morning,Yes,Married,Rural,Yes,Poor,No,Employed,Working
1689,41,Male,66942,Premium,8,1,Morning,No,Married,Rural,No,Poor,No,Employed,Working
1690,52,Male,70150,VIP,19,5,Afternoon,Yes,Divorced,Urban,No,Good,No,Employed,Working
1691,61,Male,66133,Premium,29,2,Afternoon,No,Divorced,Rural,No,Average,No,Late Career,Working
1692,62,Female,56538,Premium,43,2,Morning,Yes,Divorced,Rural,No,Excellent,Yes,Late Career,Working
1693,51,Female,74670,Premium,53,4,Evening,Yes,Married,Urban,No,Excellent,Yes,Employed,Working
1694,20,Female,14088,Basic,6,5,Evening,No,Married,Urban,Yes,Average,Yes,Student,In Education
1695,54,Male,98505,VIP,29,5,Evening,No,Married,Urban,No,Poor,Yes,Employed,Working
1696,60,Male,87246,VIP,24,3,Evening,No,Single,Urban,No,Poor,Yes,Late Career,Working
1697,57,Male,81663,VIP,56,4,Evening,No,Single,Rural,No,Excellent,Yes,Late Career,Working
1698,43,Female,61500,Premium,10,2,Afternoon,No,Divorced,Suburban,No,Excellent,Yes,Employed,Working
1699,40,Female,58423,Premium,51,5,Afternoon,No,Single,Rural,No,Poor,Yes,Employed,Working
1700,61,Male,57394,Premium,60,5,Morning,Yes,Divorced,Rural,No,Good,No,Late Career,Working
1701,56,Male,104297,VIP,14,1,Afternoon,Yes,Married,Suburban,No,Poor,Yes,Late Career,Working
1702,32,Female,70771,VIP,52,2,Afternoon,No,Divorced,Suburban,No,Good,No,Employed,Working
1703,66,Male,52039,Premium,6,1,Afternoon,Yes,Married,Urban,No,Poor,No,Retired,Retired
1704,21,Male,22393,Basic,4,4,Afternoon,Yes,Divorced,Urban,Yes,Excellent,No,Student,In Education
1705,46,Female,82702,Premium,58,5,Morning,No,Single,Suburban,No,Poor,Yes,Employed,Working
1706,39,Female,41981,Basic,52,4,Afternoon,Yes,Married,Urban,No,Poor,Yes,Employed,Working
1707,42,Male,73358,Premium,15,6,Afternoon,No,Married,Urban,No,Average,Yes,Employed,Working
1708,30,Male,40701,Basic,37,1,Morning,No,Married,Rural,No,Poor,Yes,Early Career,Working
1709,35,Other,81951,Premium,48,2,Afternoon,No,Single,Suburban,No,Poor,Yes,Employed,Working
1710,50,Male,74536,Premium,58,5,Morning,No,Single,Urban,No,Poor,Yes,Employed,Working
1711,33,Male,108680,VIP,39,6,Evening,No,Single,Suburban,No,Excellent,No,Employed,Working
1712,62,Male,97010,VIP,28,6,Evening,No,Married,Rural,No,Poor,Yes,Late Career,Working
1713,59,Male,71287,Premium,2,2,Afternoon,No,Divorced,Urban,No,Good,Yes,Late Career,Working
1714,61,Male,93902,VIP,13,4,Afternoon,No,Divorced,Urban,No,Good,Yes,Late Career,Working
1715,19,Female,11699,Basic,2,6,Afternoon,Yes,Single,Rural,Yes,Poor,Yes,Student,In Education
1716,52,Male,51772,Premium,60,3,Afternoon,No,Divorced,Urban,No,Excellent,Yes,Employed,Working
1717,59,Male,102238,VIP,58,2,Evening,Yes,Married,Urban,No,Good,Yes,Late Career,Working
1718,51,Female,83243,VIP,41,6,Evening,No,Married,Suburban,No,Poor,No,Employed,Working
1719,47,Female,64849,Premium,32,2,Afternoon,Yes,Single,Rural,No,Poor,Yes,Employed,Working
1720,30,Female,28201,Basic,52,2,Morning,No,Single,Urban,Yes,Good,Yes,Early Career,Working
1721,30,Female,38854,Basic,5,5,Morning,No,Divorced,Urban,Yes,Excellent,Yes,Early Career,Working
1722,35,Male,64909,VIP,3,4,Evening,Yes,Divorced,Urban,No,Excellent,No,Employed,Working
1723,49,Female,41275,Premium,2,4,Morning,Yes,Divorced,Rural,No,Good,No,Employed,Working
1724,49,Male,78599,Premium,14,5,Afternoon,No,Single,Urban,No,Poor,No,Employed,Working
1725,52,Other,60541,VIP,58,2,Afternoon,No,Single,Suburban,No,Excellent,No,Employed,Working
1726,56,Female,90911,VIP,40,2,Afternoon,Yes,Single,Rural,No,Average,Yes,Late Career,Working
1727,63,Other,64281,Premium,52,3,Afternoon,No,Married,Urban,No,Poor,Yes,Late Career,Working
1728,69,Female,34255,Basic,44,6,Afternoon,Yes,Divorced,Rural,Yes,Excellent,Yes,Retired,Retired
1729,46,Male,56403,Premium,49,2,Morning,No,Single,Rural,No,Poor,No,Employed,Working
1730,66,Female,67893,Premium,29,6,Morning,No,Single,Rural,No,Average,Yes,Retired,Retired
1731,46,Other,57655,Premium,48,1,Evening,Yes,Single,Urban,No,Good,Yes,Employed,Working
1732,70,Female,69429,Premium,38,6,Evening,No,Divorced,Suburban,No,Average,No,Retired,Retired
1733,61,Male,104140,VIP,6,2,Morning,No,Divorced,Rural,No,Poor,Yes,Late Career,Working
1734,33,Female,61322,Premium,50,3,Morning,No,Married,Rural,No,Good,No,Employed,Working
1735,61,Male,95396,VIP,34,1,Evening,Yes,Married,Urban,No,Average,Yes,Late Career,Working
1736,64,Male,73490,VIP,8,3,Afternoon,No,Married,Rural,No,Excellent,No,Late Career,Working
1737,27,Male,44910,VIP,59,6,Evening,Yes,Married,Urban,No,Average,Yes,Early Career,Working
1738,47,Male,52446,Premium,55,3,Evening,Yes,Single,Urban,No,Poor,No,Employed,Working
1739,42,Female,50744,Premium,46,6,Morning,Yes,Married,Suburban,No,Excellent,No,Employed,Working
1740,56,Male,62055,Premium,2,4,Evening,Yes,Single,Rural,No,Average,No,Late Career,Working
1741,37,Female,79488,VIP,26,6,Evening,No,Single,Suburban,No,Poor,No,Employed,Working
1742,22,Male,36610,Basic,17,5,Morning,Yes,Divorced,Suburban,Yes,Good,No,Student,In Education
1743,18,Male,13005,Basic,59,3,Afternoon,Yes,Single,Rural,Yes,Average,Yes,Student,In Education
1744,47,Male,81351,VIP,24,2,Afternoon,No,Divorced,Urban,No,Good,Yes,Employed,Working
1745,66,Male,90694,VIP,31,4,Afternoon,No,Married,Suburban,No,Excellent,Yes,Retired,Retired
1746,20,Male,23479,Basic,16,1,Morning,Yes,Married,Urban,Yes,Good,No,Student,In Education
1747,62,Male,85804,VIP,58,6,Evening,Yes,Divorced,Urban,No,Poor,No,Late Career,Working
